Subscription,SubscriptionEndDate,SKU,Product,RatePlan,ChargeNumber,LocationID,MarketCode,CategoryCode
A-S00201790,2020-12-15,SKU-00000092,Storefront,Storefront | WI-Wisconsin | Reception Venues,C-01513639,DFADC3E2-0664-4DE6-BE47-D15EEC684365,175,REC
A-S00201791,2020-12-15,SKU-00000034,Featured Vendor,Featured Vendor | MI-Grand Rpds/Northern | Beauty,C-01513642,D9EDF38F-D22C-4B96-9304-02E225A7D256,186,BEA
A-S00201791,2020-12-15,SKU-00000092,Storefront,Storefront | MI-Grand Rpds/Northern | Beauty,C-01513640,D9EDF38F-D22C-4B96-9304-02E225A7D256,186,BEA
A-S00201792,2020-12-14,SKU-00000092,Storefront,Storefront | IL-Chicago | Beauty,C-01513643,F6B0D431-E732-4332-96AA-3BFF1EC70F33,045,BEA
A-S00201792,2020-12-14,SKU-00000092,Storefront,Storefront | IL-Chicago Suburbs | Beauty,C-01513644,F6B0D431-E732-4332-96AA-3BFF1EC70F33,179,BEA
A-S00201794,2020-12-14,SKU-00000092,Storefront,Storefront | AZ-Phoenix | Reception Venues,C-01513647,D0D65B37-2F4E-4F61-BDC6-CE4CDC45A495,177,REC
A-S00201795,2020-12-14,SKU-00000034,Featured Vendor,Featured Vendor | AZ-Phoenix | Wedding Photographers,C-01513649,6D44E0D7-3D9F-4130-812B-0C3339065D36,177,WPH
A-S00201795,2020-12-14,SKU-00000092,Storefront,Storefront | AZ-Phoenix | Wedding Photographers,C-01513648,6D44E0D7-3D9F-4130-812B-0C3339065D36,177,WPH
A-S00201799,2020-12-16,SKU-00000086,Preferred Position,Preferred Position | NY-Manhattan | Reception Venues,C-01513656,2AF5F9DD-1EDB-E111-8BEC-78E3B50834E7,091,REC
A-S00201799,2020-12-16,SKU-00000092,Storefront,Storefront | NY-Manhattan | Reception Venues,C-01513655,2AF5F9DD-1EDB-E111-8BEC-78E3B50834E7,091,REC
A-S00201800,2020-12-18,SKU-00000088,Premium Featured Vendor,Premium Featured Vendor | LA-New Orleans | Florists,C-01513657,E38DEB3E-BD5C-4821-93A6-FF9CEA3784CB,029,FLO
A-S00201800,2020-12-18,SKU-00000092,Storefront,Storefront | LA-New Orleans | Florists,C-01513658,E38DEB3E-BD5C-4821-93A6-FF9CEA3784CB,029,FLO
A-S00201801,2020-12-11,SKU-00000092,Storefront,Storefront | OH-Columbus | Beauty,C-01513659,A65FCEFC-ED28-47F3-A358-93A1EF37E788,054,BEA
A-S00201804,2020-12-01,SKU-00000034,Featured Vendor,Featured Vendor | NY-Long Island | Reception Venues,C-01513665,2B836A5C-22DC-E111-8CC6-78E3B5102E43,182,REC
A-S00201804,2020-12-01,SKU-00000092,Storefront,Storefront | NY-Long Island | Reception Venues,C-01513664,2B836A5C-22DC-E111-8CC6-78E3B5102E43,182,REC
A-S00201806,2020-12-13,SKU-00000092,Storefront,Storefront | FL-South | Caterers,C-01513669,25959F52-DA1D-4923-91F1-A568B5E67E91,065,CAT
A-S00201808,2020-12-17,SKU-00000092,Storefront,Storefront | GA-Georgia | Caterers,C-01513672,114C7CC8-C2DC-E111-8CC6-78E3B5102E43,019,CAT
A-S00201811,2020-12-14,SKU-00000034,Featured Vendor,Featured Vendor | AZ-Tucson | Photo Booths,C-01513678,B3CB3356-5E19-4B3D-B16C-57E90D4BE74F,025,PHB
A-S00201811,2020-12-14,SKU-00000092,Storefront,Storefront | AZ-Tucson | Photo Booths,C-01513679,B3CB3356-5E19-4B3D-B16C-57E90D4BE74F,025,PHB
A-S00201812,2020-12-18,SKU-00000092,Storefront,Storefront | GA-Savannah/Coastal Area | Officiants+Premarital Counseling,C-01513681,CA932813-F95C-E311-9CA4-0050568849EA,269,OPC
A-S00201812,2020-12-18,SKU-00000092,Storefront,Storefront | GA-Savannah/Coastal Area | Wedding Planners,C-01513680,CA932813-F95C-E311-9CA4-0050568849EA,269,PLN
A-S00201817,2020-12-20,SKU-00000034,Featured Vendor,Featured Vendor | LA-All Other Areas | Videographers,C-01513690,1948BBCF-4046-4BB6-8329-6CDC1EE91AF6,024,VID
A-S00201817,2020-12-20,SKU-00000092,Storefront,Storefront | LA-All Other Areas | Videographers,C-01513689,1948BBCF-4046-4BB6-8329-6CDC1EE91AF6,024,VID
A-S00201820,2020-12-20,SKU-00000092,Storefront,Storefront | LA-New Orleans | Reception Venues,C-01513693,950BEBBB-1BDC-E111-8CC6-78E3B5102E43,029,REC
A-S00201821,2020-12-20,SKU-00000092,Storefront,Storefront | LA-New Orleans | Caterers,C-01513694,F46E8222-DEDA-E111-8BEC-78E3B50834E7,029,CAT
A-S00201822,2020-12-20,SKU-00000034,Featured Vendor,Featured Vendor | LA-New Orleans | Wedding Cakes,C-01513696,59305993-A46A-4B8B-AB6C-1B0FB153E74F,029,WCK
A-S00201822,2020-12-20,SKU-00000092,Storefront,Storefront | LA-New Orleans | Wedding Cakes,C-01513695,59305993-A46A-4B8B-AB6C-1B0FB153E74F,029,WCK
A-S00201824,2020-12-11,SKU-00000092,Storefront,Storefront | FL-South | Wedding Photographers,C-01513700,BE37AE5E-32CB-409A-9AE6-84B727C929CD,065,WPH
A-S00201829,2020-12-13,SKU-00000034,Featured Vendor,Featured Vendor | IA-Iowa | DJs,C-01513708,E90A171F-35DB-4F9B-BDAA-E7644AE9BDF1,003,DJS
A-S00201829,2020-12-13,SKU-00000092,Storefront,Storefront | IA-Iowa | DJs,C-01513707,E90A171F-35DB-4F9B-BDAA-E7644AE9BDF1,003,DJS
A-S00201830,2020-12-12,SKU-00000034,Featured Vendor,Featured Vendor | TX-Austin | Caterers,C-01513710,CF2EAD77-ADEB-467C-BA50-913022C16048,191,CAT
A-S00201830,2020-12-12,SKU-00000092,Storefront,Storefront | TX-Austin | Caterers,C-01513709,CF2EAD77-ADEB-467C-BA50-913022C16048,191,CAT
A-S00201832,2020-12-13,SKU-00000088,Premium Featured Vendor,Premium Featured Vendor | TX-West Texas | Reception Venues,C-01513716,0123AA6A-2757-4BA6-B7EB-BD8DF9163038,268,REC
A-S00201832,2020-12-13,SKU-00000092,Storefront,Storefront | TX-West Texas | Reception Venues,C-01513715,0123AA6A-2757-4BA6-B7EB-BD8DF9163038,268,REC
A-S00201834,2020-12-17,SKU-00000034,Featured Vendor,Featured Vendor | TX-Dallas | Florists,C-01513720,9B31296B-2724-4029-812A-291186B5ADA9,006,FLO
A-S00201834,2020-12-17,SKU-00000092,Storefront,Storefront | TX-Dallas | Florists,C-01513719,9B31296B-2724-4029-812A-291186B5ADA9,006,FLO
A-S00201836,2020-12-12,SKU-00000034,Featured Vendor,Featured Vendor | NY-Long Island | Beauty,C-01513723,71434B4B-52CF-4EC4-AA89-AB2F0D2BF15D,182,BEA
A-S00201836,2020-12-12,SKU-00000092,Storefront,Storefront | NY-Long Island | Beauty,C-01513724,71434B4B-52CF-4EC4-AA89-AB2F0D2BF15D,182,BEA
A-S00201837,2020-12-13,SKU-00000092,Storefront,Storefront | NY-Long Island | Beauty,C-01513725,11E32357-0B5C-457A-B38B-129D0260F754,182,BEA
A-S00201839,2020-12-13,SKU-00000034,Featured Vendor,Featured Vendor | NY-Long Island | Beauty,C-01513728,F95E283C-A2CF-4AD7-B44C-73A1CEC789F5,182,BEA
A-S00201839,2020-12-13,SKU-00000092,Storefront,Storefront | NY-Long Island | Beauty,C-01513729,F95E283C-A2CF-4AD7-B44C-73A1CEC789F5,182,BEA
A-S00201841,2020-12-18,SKU-00000092,Storefront,Storefront | TX-Houston | Wedding Bands,C-01513733,99316D59-C787-4E35-B640-49FA5C08905A,183,BDS
A-S00201842,2020-12-14,SKU-00000092,Storefront,Storefront | MO-Kansas City | DJs,C-01513734,18FD70EB-9F3A-4EB0-8BDC-6FAC0BA3F792,005,DJS
A-S00201844,2020-12-12,SKU-00000086,Preferred Position,Preferred Position | MO-Kansas City | Reception Venues,C-01513738,A34514D7-38F9-40D6-B6E6-96C7C5BDFE44,005,REC
A-S00201844,2020-12-12,SKU-00000092,Storefront,Storefront | MO-Kansas City | Reception Venues,C-01513737,A34514D7-38F9-40D6-B6E6-96C7C5BDFE44,005,REC
A-S00201847,2020-12-17,SKU-00000092,Storefront,Storefront | LA-New Orleans | Videographers,C-01513745,2AB837C5-718D-4E6E-8D2F-D0FA0063A973,029,VID
A-S00201848,2020-12-19,SKU-00000092,Storefront,Storefront | PA-Philadelphia | Officiants+Premarital Counseling,C-01513746,A94E6A50-BBDC-E111-8CC6-78E3B5102E43,021,OPC
A-S00201849,2020-12-13,SKU-00000034,Featured Vendor,Featured Vendor | LA-New Orleans | Wedding Photographers,C-01513748,E640A623-3412-4CF2-8885-A44CD1B58B10,029,WPH
A-S00201849,2020-12-13,SKU-00000092,Storefront,Storefront | LA-New Orleans | Wedding Photographers,C-01513747,E640A623-3412-4CF2-8885-A44CD1B58B10,029,WPH
A-S00201852,2020-12-19,SKU-00000092,Storefront,Storefront | NJ-North/Central | Favors+Gifts,C-01513753,A8A9616D-4E3C-4D7A-9D25-F335F64731AB,073,FAV
A-S00201854,2020-12-11,SKU-00000092,Storefront,Storefront | LA-New Orleans | Wedding Bands,C-01513757,1EF8282A-EBDA-E111-8BEC-78E3B50834E7,029,BDS
A-S00201858,2020-12-11,SKU-00000034,Featured Vendor,Featured Vendor | FL-West Coast | DJs,C-01513764,5D628EAA-21A9-46F6-AE05-695964D1F4A5,033,DJS
A-S00201858,2020-12-11,SKU-00000092,Storefront,Storefront | FL-West Coast | DJs,C-01513763,5D628EAA-21A9-46F6-AE05-695964D1F4A5,033,DJS
A-S00201859,2020-12-20,SKU-00000034,Featured Vendor,Featured Vendor | TX-Austin | Wedding Photographers,C-01513766,D3B64B3D-7AF8-47F0-BC73-0916F46FA0A5,191,WPH
A-S00201859,2020-12-20,SKU-00000092,Storefront,Storefront | TX-Austin | Wedding Photographers,C-01513765,D3B64B3D-7AF8-47F0-BC73-0916F46FA0A5,191,WPH
A-S00201860,2020-12-14,SKU-00000092,Storefront,Storefront | FL-West Coast | Reception Venues,C-01513767,C5250CEC-215B-4A28-AD8B-886A9D3579C9,033,REC
A-S00201862,2020-12-17,SKU-00000092,Storefront,Storefront | TX-San Antonio | Wedding Bands,C-01513772,C9343FEE-1797-4C95-944F-CC298B09AAD2,180,BDS
A-S00201863,2020-12-20,SKU-00000034,Featured Vendor,Featured Vendor | TX-Austin | Wedding Photographers,C-01513774,7A7D7C7A-E80F-465E-A593-D41F4133B7D4,191,WPH
A-S00201863,2020-12-20,SKU-00000092,Storefront,Storefront | TX-Austin | Wedding Photographers,C-01513773,7A7D7C7A-E80F-465E-A593-D41F4133B7D4,191,WPH
A-S00201865,2020-12-20,SKU-00000034,Featured Vendor,Featured Vendor | TX-San Antonio | Florists,C-01513778,DE1629B0-41DC-E111-8BEC-78E3B50834E7,180,FLO
A-S00201865,2020-12-20,SKU-00000092,Storefront,Storefront | TX-San Antonio | Florists,C-01513777,DE1629B0-41DC-E111-8BEC-78E3B50834E7,180,FLO
A-S00201866,2020-12-14,SKU-00000092,Storefront,Storefront | NY-Manhattan | DJs,C-01513780,117C4ECF-36FE-48D6-9C83-4E6DEC585A82,091,DJS
A-S00201866,2020-12-14,SKU-00000092,Storefront,Storefront | NY-Manhattan | Officiants+Premarital Counseling,C-01513781,117C4ECF-36FE-48D6-9C83-4E6DEC585A82,091,OPC
A-S00201870,2020-12-14,SKU-00000092,Storefront,Storefront | MO-Kansas City | Florists,C-01513788,54EF04BA-BDDC-E111-8CC6-78E3B5102E43,005,FLO
A-S00201874,2020-12-13,SKU-00000034,Featured Vendor,Featured Vendor | FL-South | Wedding Planners,C-01513799,DA0AF217-2B8F-4916-8C42-DC0D5D87868C,065,PLN
A-S00201874,2020-12-13,SKU-00000092,Storefront,Storefront | FL-South | Wedding Planners,C-01513798,DA0AF217-2B8F-4916-8C42-DC0D5D87868C,065,PLN
A-S00201875,2020-12-15,SKU-00000092,Storefront,Storefront | TX-Houston | Invitations+Paper Goods,C-01513801,3A9C06F8-452A-41AB-BE7A-2FE2D1B48DB7,183,INV
A-S00201879,2020-12-13,SKU-00000092,Storefront,Storefront | PA-Philadelphia | Beauty,C-01513808,E6ECA1F0-60B5-426C-B5FC-67238E4E457C,021,BEA
A-S00201880,2020-12-11,SKU-00000034,Featured Vendor,Featured Vendor | PA-Philadelphia | Beauty,C-01513810,FB8F7D1A-498F-43E3-80EF-2A006B6995E9,021,BEA
A-S00201880,2020-12-11,SKU-00000092,Storefront,Storefront | PA-Philadelphia | Beauty,C-01513809,FB8F7D1A-498F-43E3-80EF-2A006B6995E9,021,BEA
A-S00201881,2020-12-11,SKU-00000034,Featured Vendor,Featured Vendor | PA-Philadelphia | Beauty,C-01513811,D223E5CD-D4E8-4CB2-A8B7-A991D8795DEA,021,BEA
A-S00201881,2020-12-11,SKU-00000092,Storefront,Storefront | PA-Philadelphia | Beauty,C-01513812,D223E5CD-D4E8-4CB2-A8B7-A991D8795DEA,021,BEA
A-S00201883,2020-12-17,SKU-00000034,Featured Vendor,Featured Vendor | FL-South | Officiants+Premarital Counseling,C-01513816,A0FDE994-0FDB-E111-8BEC-78E3B50834E7,065,OPC
A-S00201883,2020-12-17,SKU-00000092,Storefront,Storefront | FL-South | Officiants+Premarital Counseling,C-01513815,A0FDE994-0FDB-E111-8BEC-78E3B50834E7,065,OPC
A-S00201884,2020-12-14,SKU-00000034,Featured Vendor,Featured Vendor | FL-South | Wedding Photographers,C-01513817,B536CCD8-5670-48F7-95C3-DAD795B9017B,065,WPH
A-S00201884,2020-12-14,SKU-00000092,Storefront,Storefront | FL-South | Wedding Photographers,C-01513819,B536CCD8-5670-48F7-95C3-DAD795B9017B,065,WPH
A-S00201885,2020-12-14,SKU-00000034,Featured Vendor,Featured Vendor | TN-Tennessee | Wedding Photographers,C-01513820,440909AE-F0DB-E111-8BEC-78E3B50834E7,190,WPH
A-S00201885,2020-12-14,SKU-00000092,Storefront,Storefront | TN-Tennessee | Wedding Photographers,C-01513821,440909AE-F0DB-E111-8BEC-78E3B50834E7,190,WPH
A-S00201885,2020-12-14,SKU-00000034,Featured Vendor,Featured Vendor | FL-South | Wedding Photographers,C-01513822,C5693BF4-AD4A-4D3E-BB4E-A18956978390,065,WPH
A-S00201885,2020-12-14,SKU-00000092,Storefront,Storefront | FL-South | Wedding Photographers,C-01513823,C5693BF4-AD4A-4D3E-BB4E-A18956978390,065,WPH
A-S00201888,2020-12-14,SKU-00000034,Featured Vendor,Featured Vendor | TX-Houston | Reception Venues,C-01513830,1B95CC3F-D1AE-42D2-921B-3C78073A9807,183,REC
A-S00201888,2020-12-14,SKU-00000092,Storefront,Storefront | TX-Houston | Reception Venues,C-01513829,1B95CC3F-D1AE-42D2-921B-3C78073A9807,183,REC
A-S00201892,2020-12-19,SKU-00000034,Featured Vendor,Featured Vendor | AZ-Phoenix | Wedding Photographers,C-01513836,FFD8AC2F-7B8F-4D76-A06A-6C99941B269F,177,WPH
A-S00201892,2020-12-19,SKU-00000092,Storefront,Storefront | AZ-Phoenix | Wedding Photographers,C-01513837,FFD8AC2F-7B8F-4D76-A06A-6C99941B269F,177,WPH
A-S00201896,2020-12-11,SKU-00000034,Featured Vendor,Featured Vendor | GA-Savannah/Coastal Area | Wedding Photographers,C-01513845,9C145DE8-03E1-4B22-9847-837146CBB801,269,WPH
A-S00201896,2020-12-11,SKU-00000092,Storefront,Storefront | GA-Savannah/Coastal Area | Wedding Photographers,C-01513846,9C145DE8-03E1-4B22-9847-837146CBB801,269,WPH
A-S00201897,2020-12-14,SKU-00000092,Storefront,Storefront | GA-Georgia | Wedding Cakes,C-01513847,90FAF775-4774-4D48-BF0B-DCC8DAA1C45D,019,WCK
A-S00201899,2020-12-15,SKU-00000092,Storefront,Storefront | MA-Cape Cod | Beauty,C-01513849,95FD6595-22EF-4C00-AE1B-F7252110E6CE,184,BEA
A-S00201903,2020-12-13,SKU-00000025,Bridal Salon Referral Program-Gown - Storefront,Bridal Salon Referral Program-Gown - Storefront | CO-Colorado | Bridal Salons,C-01513855,41CF94C0-95D1-48AC-8E7A-0C21B1D6E54D,020,BWP
A-S00201903,2020-12-13,SKU-00000088,Premium Featured Vendor,Premium Featured Vendor | CO-Colorado | Bridal Salons,C-01513854,41CF94C0-95D1-48AC-8E7A-0C21B1D6E54D,020,BWP
A-S00201904,2020-12-13,SKU-00000025,Bridal Salon Referral Program-Gown - Storefront,Bridal Salon Referral Program-Gown - Storefront | UT-Utah | Bridal Salons,C-01513856,95F82858-CD22-E211-8C35-78E3B5102EA7,214,BWP
A-S00201904,2020-12-13,SKU-00000034,Featured Vendor,Featured Vendor | UT-Utah | Bridal Salons,C-01513857,95F82858-CD22-E211-8C35-78E3B5102EA7,214,BWP
A-S00201906,2020-12-13,SKU-00000025,Bridal Salon Referral Program-Gown - Storefront,Bridal Salon Referral Program-Gown - Storefront | MN-Minnesota | Bridal Salons,C-01513859,4DDF5AAB-34D7-433A-B0F0-8F8644FFA067,004,BWP
A-S00201906,2020-12-13,SKU-00000088,Premium Featured Vendor,Premium Featured Vendor | MN-Minnesota | Bridal Salons,C-01513860,4DDF5AAB-34D7-433A-B0F0-8F8644FFA067,004,BWP
A-S00201907,2020-12-15,SKU-00000025,Bridal Salon Referral Program-Gown - Storefront,Bridal Salon Referral Program-Gown - Storefront | NJ-North/Central | Bridal Salons,C-01513861,0B89EF47-F73C-4F02-B69A-133145D2394E,073,BWP
A-S00201907,2020-12-15,SKU-00000034,Featured Vendor,Featured Vendor | NJ-North/Central | Bridal Salons,C-01513862,0B89EF47-F73C-4F02-B69A-133145D2394E,073,BWP
A-S00201910,2020-12-14,SKU-00000025,Bridal Salon Referral Program-Gown - Storefront,Bridal Salon Referral Program-Gown - Storefront | TX-Dallas | Bridal Salons,C-01513866,36F3AE71-1D3B-E211-A197-005056881833,006,BWP
A-S00201910,2020-12-14,SKU-00000034,Featured Vendor,Featured Vendor | TX-Dallas | Bridal Salons,C-01513865,36F3AE71-1D3B-E211-A197-005056881833,006,BWP
A-S00201912,2020-12-15,SKU-00000092,Storefront,Storefront | DC-DC/MD/Northern VA | Beauty,C-01513869,9A3E466B-12AA-47F9-A865-BD0AEB410755,017,BEA
A-S00201914,2020-12-19,SKU-00000034,Featured Vendor,Featured Vendor | PA-Pittsburgh | Beauty,C-01513875,3296A896-3B5D-E511-9E20-0050568849EA,117,BEA
A-S00201914,2020-12-19,SKU-00000092,Storefront,Storefront | PA-Pittsburgh | Beauty,C-01513874,3296A896-3B5D-E511-9E20-0050568849EA,117,BEA
A-S00201915,2020-12-20,SKU-00000088,Premium Featured Vendor,Premium Featured Vendor | NJ-South | Beauty,C-01577285,621E123A-8C25-4A73-B800-21DC5267E4BD,209,BEA
A-S00201915,2020-12-20,SKU-00000092,Storefront,Storefront | NJ-South | Beauty,C-01513876,621E123A-8C25-4A73-B800-21DC5267E4BD,209,BEA
A-S00201916,2020-12-20,SKU-00000092,Storefront,Storefront | MA-Boston | Beauty,C-01513878,C96C9D1A-6586-4EC9-959C-2756AD93E70A,061,BEA
A-S00201918,2020-12-16,SKU-00000025,Bridal Salon Referral Program-Gown - Storefront,Bridal Salon Referral Program-Gown - Storefront | NC-North Carolina | Bridal Salons,C-01513883,3BA38CE9-BBDC-E111-8CC6-78E3B5102E43,107,BWP
A-S00201918,2020-12-16,SKU-00000034,Featured Vendor,Featured Vendor | NC-North Carolina | Bridal Salons,C-01513882,3BA38CE9-BBDC-E111-8CC6-78E3B5102E43,107,BWP
A-S00201918,2020-12-16,SKU-00000025,Bridal Salon Referral Program-Gown - Storefront,Bridal Salon Referral Program-Gown - Storefront | NC-North Carolina | Bridal Salons,C-01513881,B713DBB3-8473-47CB-9BB4-17FEF7D072A0,107,BWP
A-S00201918,2020-12-16,SKU-00000034,Featured Vendor,Featured Vendor | NC-North Carolina | Bridal Salons,C-01513880,B713DBB3-8473-47CB-9BB4-17FEF7D072A0,107,BWP
A-S00201922,2020-12-13,SKU-00000025,Bridal Salon Referral Program-Gown - Storefront,Bridal Salon Referral Program-Gown - Storefront | CA-Los Angeles | Bridal Salons,C-01513887,93792B3B-2BA8-4F87-B936-A95DF7C02F6F,084,BWP
A-S00201922,2020-12-13,SKU-00000034,Featured Vendor,Featured Vendor | CA-Los Angeles | Bridal Salons,C-01513888,93792B3B-2BA8-4F87-B936-A95DF7C02F6F,084,BWP
A-S00201924,2020-12-19,SKU-00000025,Bridal Salon Referral Program-Gown - Storefront,Bridal Salon Referral Program-Gown - Storefront | MA-Boston | Bridal Salons,C-01513890,51597787-BACC-E311-B6B3-005056881833,061,BWP
A-S00201924,2020-12-19,SKU-00000034,Featured Vendor,Featured Vendor | MA-Boston | Bridal Salons,C-01513891,51597787-BACC-E311-B6B3-005056881833,061,BWP
A-S00201929,2020-12-14,SKU-00000025,Bridal Salon Referral Program-Gown - Storefront,Bridal Salon Referral Program-Gown - Storefront | NE-Nebraska | Bridal Salons,C-01513897,59EE1E3A-BDDC-E111-8CC6-78E3B5102E43,001,BWP
A-S00201930,2020-12-15,SKU-00000088,Premium Featured Vendor,Premium Featured Vendor | MN-Minnesota | Accessories,C-01548807,BCC36CD1-F2DA-E111-8BEC-78E3B50834E7,004,ACC
A-S00201930,2020-12-15,SKU-00000092,Storefront,Storefront | MN-Minnesota | Accessories,C-01548806,BCC36CD1-F2DA-E111-8BEC-78E3B50834E7,004,ACC
A-S00201931,2020-12-11,SKU-00000025,Bridal Salon Referral Program-Gown - Storefront,Bridal Salon Referral Program-Gown - Storefront | CA-San Fran/Bay Area | Bridal Salons,C-01513901,8661BD41-7F03-E211-B567-78E3B5102EA7,012,BWP
A-S00201931,2020-12-11,SKU-00000034,Featured Vendor,Featured Vendor | CA-San Fran/Bay Area | Bridal Salons,C-01513900,8661BD41-7F03-E211-B567-78E3B5102EA7,012,BWP
A-S00201937,2020-12-13,SKU-00000034,Featured Vendor,Featured Vendor | MA-Boston | Wedding Photographers,C-01513915,865B499F-F14C-4912-9943-3B899B67F6B0,061,WPH
A-S00201937,2020-12-13,SKU-00000092,Storefront,Storefront | MA-Boston | Wedding Photographers,C-01513916,865B499F-F14C-4912-9943-3B899B67F6B0,061,WPH
A-S00201948,2020-12-20,SKU-00000034,Featured Vendor,Featured Vendor | MA-Boston | Beauty,C-01513935,7215641A-0038-E211-A197-005056881833,061,BEA
A-S00201948,2020-12-20,SKU-00000092,Storefront,Storefront | MA-Boston | Beauty,C-01513934,7215641A-0038-E211-A197-005056881833,061,BEA
A-S00201952,2020-12-13,SKU-00000025,Bridal Salon Referral Program-Gown - Storefront,Bridal Salon Referral Program-Gown - Storefront | MI-Grand Rpds/Northern | Bridal Salons,C-01513942,974437EC-429D-E511-995E-0050568849EA,186,BWP
A-S00201952,2020-12-13,SKU-00000088,Premium Featured Vendor,Premium Featured Vendor | MI-Grand Rpds/Northern | Bridal Salons,C-01513941,974437EC-429D-E511-995E-0050568849EA,186,BWP
A-S00201953,2020-12-13,SKU-00000025,Bridal Salon Referral Program-Gown - Storefront,Bridal Salon Referral Program-Gown - Storefront | OH-Cleveland/NE Ohio | Bridal Salons,C-01513944,173C9EF5-8B2F-426F-8B0C-BA5F46993835,052,BWP
A-S00201953,2020-12-13,SKU-00000034,Featured Vendor,Featured Vendor | OH-Cleveland/NE Ohio | Bridal Salons,C-01513943,173C9EF5-8B2F-426F-8B0C-BA5F46993835,052,BWP
A-S00201955,2020-12-11,SKU-00000025,Bridal Salon Referral Program-Gown - Storefront,Bridal Salon Referral Program-Gown - Storefront | IN-Indiana | Bridal Salons,C-01513947,6E934283-5F7A-427D-B0EE-507A98BEC792,198,BWP
A-S00201955,2020-12-11,SKU-00000034,Featured Vendor,Featured Vendor | IN-Indiana | Bridal Salons,C-01513948,6E934283-5F7A-427D-B0EE-507A98BEC792,198,BWP
A-S00201956,2020-12-15,SKU-00000025,Bridal Salon Referral Program-Gown - Storefront,Bridal Salon Referral Program-Gown - Storefront | TN-Tennessee | Bridal Salons,C-01513949,98AB0509-B731-4ED9-864B-EBCE05EF81E5,190,BWP
A-S00201956,2020-12-15,SKU-00000088,Premium Featured Vendor,Premium Featured Vendor | TN-Tennessee | Bridal Salons,C-01513950,98AB0509-B731-4ED9-864B-EBCE05EF81E5,190,BWP
A-S00201957,2020-12-14,SKU-00000024,Bridal Salon Referral Program-Bridal Party - Storefront,Bridal Salon Referral Program-Bridal Party - Storefront | AL-Alabama | Bridal Salons,C-01545882,CE2DFC7C-BDDC-E111-8CC6-78E3B5102E43,203,BWP
A-S00201957,2020-12-14,SKU-00000088,Premium Featured Vendor,Premium Featured Vendor | AL-Alabama | Bridal Salons,C-01545883,CE2DFC7C-BDDC-E111-8CC6-78E3B5102E43,203,BWP
A-S00201958,2020-12-13,SKU-00000024,Bridal Salon Referral Program-Bridal Party - Storefront,Bridal Salon Referral Program-Bridal Party - Storefront | OH-Cleveland/NE Ohio | Bridal Salons,C-01513952,6CEBE5B7-653A-E211-A197-005056881833,052,BWP
